ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF194KB1GX6,BNAIFRG,GR,OMF,7.5,12.94
INF740KA1TH2,DSPGEFORGR,GR,OMF,7.5,11.53
INF740KA1TK6,DSPGEFODGR,GR,OMF,7.5,11.55
INF966L01CZ3,166MODG,GR,OMF,7.5,13.96
INF966L01CW0,166MOGP,GR,OMF,7.5,13.86
INF966L01CX8,166MODP,DP,OMF,7.5,13.81
INF966L01DA4,166MOD1,DP,OMF,7.5,13.95
INF0QA701656,BFMFBFDGG,GR,OMF,7.5,10.46
INF846K016S3,AXISIMDGG,GR,OMF,7.5,12.04
INF846K014S8,AXISIMDPD,DP,OMF,7.5,11.97
INF846K017S1,AXISIMD1D,DP,OMF,7.5,12.04
INF846K013S0,AXISIMGPG,GR,OMF,7.5,11.97
INF174KA1PX2,KHFDP,DP,OMF,7.5,11.04
INF174KA1PZ7,KHFDG,GR,OMF,7.5,11.11
INF174KA1PW4,KHFG,GR,OMF,7.5,11.03
INF03VN01837,WOC108G,GR,OMF,7.5,10.8
INF03VN01845,WOCD108G,GR,OMF,7.5,10.87
INF209KB19Y7,B126Y,GR,GMF,10,10.3
INF209KB17Y1,B126B,GR,GMF,10,10.29
INF209K01CE5,BSL201D,DR,OMF,7.5,131.89
INF209K01VI6,B201RZ,DR,OMF,7.5,200.77
INF209K01CY3,BSL301QD,DR,OMF,7.5,13.14
INF209K01DP9,BSL403QD,DR,GMF,10,11.19
INF209K01AD1,BSL402IG,DR,GMF,10,74.04
INF209K01CL0,BSL221D,DR,OMF,7.5,210.28
INF209K01VU1,B221RZ,DR,OMF,7.5,429.95
INF740K01995,DSPBRBDF,DR,OMF,7.5,11.31
INF740K01029,DSPBREF,DR,OMF,8.5,58.39
INF740K01PK8,DSPEQDDR,DR,OMF,7.5,83.18
INF740K01OA2,DSPBLDDR,DR,OMF,7.5,63.12
INF740K01334,DSPBRBALF,DR,OMF,7.5,27.37
INF740K01AD5,DSPBRGSDF,DR,GMF,10,12.18
INF740K01086,DSPBROF,DR,OMF,7.5,36.13
INF740K01PN2,DSPOPPDDR,DR,OMF,7.5,101.75
INF179K01822,HDFCGFDD,DR,OMF,7.5,37.98
INF179K01VZ5,HGFDRTDR,DR,OMF,7.5,43.5
INF179K01954,HDFCIFDR,DR,OMF,7.5,11.14
INF179K01WK5,HIFDRTDR,DR,OMF,7.5,12.46
INF966L01044,166IBDP,DR,OMF,7.5,190.22
INF966L01671,166IBD1,DR,OMF,7.5,200.83
INF192K01593,JMEFDP,DR,OMF,7.5,27.99
INF192K01JT6,EFAD,DR,OMF,7.5,28.78
INF192K01536,JMBFDP,DR,OMF,7.5,31.12
INF192K01HG7,JMFBFYD,DR,OMF,7.5,30.89
INF192K01AA5,IFRD,DR,OMF,7.5,19.11
INF137A01029,JMBADP,DR,OMF,7.5,63.09
INF174K01FJ3,KGIREGQDR,DR,GMF,10,17.2
INF174K01443,KBALANCE,DR,OMF,7.5,31.12
INF174K01LM5,KBAL04D,DR,OMF,7.5,37.53
INF174K01EP3,KBONREGADR,DR,OMF,7.5,42.82
INF767K01055,EFDPR,DR,OMF,7.5,27.54
INF767K01EH1,EFD1R,DR,OMF,7.5,31.99
INF767K01915,LICNBFDPR,DR,OMF,7.5,14.32
INF767K01691,LICNGLDPR,DR,GMF,10,15.75
INF767K01014,BLDPR,DR,OMF,7.5,15.42
INF767K01EE8,BLD1R,DR,OMF,7.5,18.71
INF767K01089,GFDPR,DR,OMF,7.5,29.45
INF767K01EK5,GFD1R,DR,OMF,7.5,34.44
INF109K01449,IPGROWTH12,DR,OMF,7.5,29.49
INF109K010O7,IPRU8003,DR,OMF,7.5,48.28
INF109K01423,IPFMCG42,DR,OMF,7.5,94.68
INF109K01Z06,IPRU8012,DR,OMF,7.5,176.36
INF109K01498,IPRU62,DR,OMF,7.5,39.7
INF109K01X99,IPRU8018,DR,OMF,7.5,61.79
INF109KB1QJ8,IPRU2759,DR,OMF,7.5,25.5
INF109KB1QL4,IPRU8961,DR,OMF,7.5,27.77
INF109K01514,IPTECH72,DR,OMF,7.5,63.17
INF109K01Z30,IPRU8020,DR,OMF,7.5,123.65
INF109K01399,IP21Q,DR,OMF,7.5,12.29
INF109K01JP8,IPRU54,DR,GMF,10,17.28
INF109K017C7,IPRU8016,DR,GMF,10,18.22
INF204K01307,RELGROWTDR,DR,OMF,8.5,107.09
INF204K01E47,RELGRODPDP,DR,OMF,7.5,166.46
INF204K01380,RELVISINDR,DR,OMF,8.5,60.12
INF204K01F12,RELVISDPDP,DR,OMF,7.5,67.35
INF204K01CO5,RELINCOMDR,DR,OMF,7.5,10.78
INF204K01CQ0,RELINCOQDR,DR,OMF,7.5,13
INF204K01CU2,RELINCOADR,DR,OMF,7.5,12.76
INF044D01963,TMFSSDPR,DR,OMF,7.5,100
INF044D01799,TMFDSDPR,DR,OMF,7.5,100.85
INF044D01AA3,TMFLTDPR,DR,OMF,7.5,173.36
INF090I01882,FIIFNSEDR,DR,OMF,7.5,175.01
INF090I01GR6,FIIFNSEDDR,DR,OMF,7.5,183.03
INF090I01CT1,SFLDR,DR,GMF,10,10.4
INF090I01288,GFDR,DR,OMF,7.5,101.34
INF090I01GX4,GFDDR,DR,OMF,7.5,115.04
INF090I01163,FIBCFDR,DR,OMF,8.5,44.77
INF090I01FP2,FIBCFDDR,DR,OMF,7.5,51.56
INF090I01734,FIPFDR,DR,OMF,7.5,90.15
INF090I01FJ5,FIPFDDR,DR,OMF,7.5,107.2
INF090I01221,FIPPDR,DR,OMF,7.5,62.23
INF090I01FM9,FIPPDDR,DR,OMF,7.5,69.82
INF090I01767,FIFDR,DR,OMF,7.5,46.77
INF090I01FG1,FIFDDR,DR,OMF,7.5,51.68
INF090I01866,FIOFDR,DR,OMF,7.5,36.61
INF090I01GE4,FIOFDDR,DR,OMF,7.5,40.63
INF090I01DI2,TIIBAADR,DR,OMF,7.5,16.3
INF090I01DK8,TIIBAAMDR,DR,OMF,7.5,14.89
INF090I01DM4,TIIBAAQDR,DR,OMF,7.5,11.93
INF090I01BI6,FILFWDP,DR,GMF,10,1244.97
INF090I01BH8,FILFSIPWDP,DR,GMF,10,1025.31
INF090I01JY6,FILFDSIPDP,DR,GMF,10,1022.03
INF090I01833,FTIBFDR,DR,OMF,7.5,29.83
INF090I01GB0,FTIBFDDR,DR,OMF,7.5,35.09
INF760K01AC5,CRGLDPR,DR,GMF,10,15.04
INF760K01316,CRMIDPR,DR,OMF,7.5,13.22
INF760K01AQ5,CRMIQPR,DR,OMF,7.5,13.78
INF760K01GD0,CRMIQD,DR,OMF,7.5,16.14
INF760K01GA6,CRMIDM,DR,OMF,7.5,16.09
INF903J01FU4,SBSRQDR,DR,OMF,7.5,12.78
INF903J01520,SBNPPEQU20,DR,OMF,7.5,15.41
INF903J01NM5,13PD,DR,OMF,7.5,18.61
INF200K01628,MLIF-98-DR,DR,OMF,7.5,16.8
INF200K01438,MSF-IT-DR,DR,OMF,7.5,103.68
INF200K01412,MSF-FMC-DR,DR,OMF,7.5,167.85
INF789F01950,UTIMSHARE,DR,OMF,8.5,49.87
INF789F01505,UTIEQUITY,DR,OMF,8.5,178.73
INF789F01851,UTITOP100,DR,OMF,7.5,72.46
INF789F01315,UTIBALANCE,DR,OMF,7.5,40.94
INF789FA1M79,MMD6R,DR,GMF,10,1517.88
INF789F01836,UTIMNC,DR,OMF,7.5,183.14
INF789F01398,UTIBOND,DR,OMF,7.5,17.09
INF789F01687,UTIPHARMA,DR,OMF,7.5,169.78
INF789F01539,UTIETSP,DR,OMF,7.5,34.43
INF789F01JM4,UTINIDPR,DR,OMF,7.5,74.9
INF204K01UR0,RELLIQTIQR,DR,GMF,10,1012.76
INF204K01ZJ6,RELLTPDPMD,DR,GMF,10,1591.09
INF204K01ZL2,RELLTPDPQD,DR,GMF,10,1014.49
INF204K01UP4,RELLIQTIMR,DR,GMF,10,1587.69
INF204K01EK9,RELMEDIMDR,DR,OMF,7.5,11.59
INF204K01C80,RELMTFDPQD,DR,OMF,7.5,12.05
INF767K01949,LICNTPDPR,DR,OMF,7.5,27.18
INF179KB1HQ7,HLFMRTDR,DR,GMF,10,1028.14
INF179KB1HL8,HLQDLFDMR,DR,GMF,10,1028.12
INF090I01EC3,FTIMIPAMDR,DR,OMF,7.5,13.07
INF090I01EE9,FTIMIPAQDR,DR,OMF,7.5,12.23
INF966L01168,166OFDP,DR,OMF,7.5,78.35
INF966L01879,166OFD1,DR,OMF,7.5,85.68
INF966L01259,166BFDP,DR,OMF,7.5,55.32
INF966L01549,166BFD1,DR,OMF,7.5,59.58
INF966L01226,166GFDP,DR,OMF,7.5,73.12
INF966L01606,166GFD1,DR,OMF,7.5,79.62
INF966L01192,166GLDP,DR,OMF,7.5,116.05
INF966L01572,166GLD1,DR,OMF,7.5,123.32
INF277K01295,TATABFD,DR,OMF,7.5,86.93
INF277K01CW4,TATABFMD,DR,OMF,7.5,83.6
INF277K01MP7,TEGFF,DR,OMF,7.5,96.94
INF277K01MM4,TEGFE,DR,OMF,7.5,102.48
INF179K01764,HDFCGLDR,DR,GMF,10,11.83
INF179K01VT8,HGLDRTDR,DR,GMF,10,12.61
INF109K01621,IPPOWER122,DR,OMF,7.5,32.69
INF109K013O1,IPRU8031,DR,OMF,7.5,55.62
INF109K01647,IPRU23,DR,OMF,7.5,12.09
INF090I01BY3,FLDR,DR,GMF,10,10.83
INF090I01GU0,FLDDR,DR,GMF,10,11.34
INF090I01LB0,FLMDR,DR,GMF,10,10.39
INF090I01LD6,FLMDDR,DR,GMF,10,10.82
INF090I01WW3,FISPFWDR,DR,GMF,10,10.03
INF760K01CY5,CRLISMR,DR,GMF,10,1002.99
INF955L01476,LQIDR,DR,GMF,10,1001.2
INF109KB1NO5,IPRU2718,DR,OMF,7.5,29.03
INF109KB1NM9,IPRU8920,DR,OMF,7.5,30.47
INF767K01IR1,LFDPR,DR,GMF,10,1000.18
INF767K01DM3,LFD1R,DR,GMF,10,1027.72
INF397L01943,LQWDR,DR,GMF,10,1001.14
INF044D01757,TMFBEDPR,DR,OMF,7.5,61.81
INF109K01704,IPRULTP25W,DR,OMF,7.5,10.86
INF109K01GL3,IP25PP,DR,OMF,7.5,20.79
INF109K01GP4,IP25PPA,DR,OMF,7.5,11.39
INF109K010F5,IPRU8010,DR,OMF,7.5,10.55
INF109K01GF5,IP25PPQ,DR,OMF,7.5,11.58
INF109K015E7,IPRU8142,DR,OMF,7.5,23.25
INF109K013E2,IPRU8143,DR,OMF,7.5,11.41
INF109K018E1,IPRU8144,DR,OMF,7.5,11.85
INF174K01Z22,KBST20NDD,DR,OMF,7.5,14.67
INF174K01Z06,K20ND,DR,OMF,7.5,11.25
INF903J01199,SBNPPEQU53,DR,OMF,7.5,60.55
INF903J01MI5,05PD,DR,OMF,7.5,66.39
INF740K01AF0,DSPBRSTDF,DR,OMF,7.5,12
INF740K01AG8,DSPBRSTMDF,DR,OMF,7.5,11.52
INF200K01206,MEF-DR,DR,OMF,7.5,66.1
INF760K01357,CRIFDPR,DR,OMF,7.5,14.67
INF209K01LC0,B241RD,DR,OMF,7.5,22.42
INF109K01753,IP1526,DR,OMF,7.5,105.45
INF109K017Y1,IPRU8271,DR,OMF,7.5,101.75
INF109K015Y5,IPRU8270,DR,OMF,7.5,101.77
INF109K019Y7,IPRU8272,DR,OMF,7.5,108.49
INF109K015Z2,IPRU2072,DR,OMF,7.5,108.26
INF109K01P16,IPRU8087,DR,OMF,7.5,105.5
INF109K01O74,IPRU8127,DR,OMF,7.5,177.4
INF109K013Z7,IPRU2071,DR,OMF,7.5,101.75
INF209K01CN6,BSL251D,DR,OMF,7.5,52.81
INF109K01779,IPDYNMIC16,DR,OMF,7.5,31.52
INF109K014K7,IPRU8005,DR,OMF,7.5,50.78
INF336L01032,OEFD,DR,OMF,7.5,44.45
INF336L01CL9,OHEFD,DR,OMF,7.5,41.69
INF336L01792,OIID,DR,OMF,7.5,10.66
INF336L01BO5,OCAPMD,DR,GMF,10,1004.77
INF336L01CD6,OHCPWD,DR,GMF,10,1195.49
INF336L01BQ0,OCAPWD,DR,GMF,10,1107.77
INF277K01899,TATAIFM,DR,OMF,7.5,16.62
INF277K01915,TATAIFMQ,DR,OMF,7.5,23.82
INF277K01QJ1,TMIFD,DR,OMF,7.5,20.03
INF204K01FN0,RELSHORTMR,DR,OMF,7.5,11.49
INF204KA1ER2,RELSHORTDR,DR,OMF,7.5,19.48
INF204K01FP5,RELSHORTQR,DR,OMF,7.5,14.81
INF209K01CP1,BSL261D,DR,OMF,7.5,26.56
INF209K01WB9,B261RZ,DR,OMF,7.5,47.71
INF740K01235,DSPBRTEF,DR,OMF,8.5,23.98
INF740K01PT9,DSPTOPDDR,DR,OMF,7.5,27.28
INF109K015N8,IPRU8008,DR,OMF,7.5,12.7
INF109K01P32,IPRU8128,DR,OMF,7.5,179.72
INF109K01P81,IPRU8090,DR,OMF,7.5,101.95
INF109K01AY9,IP1544,DR,OMF,7.5,101.95
INF740K01AB9,DSPBRFRF,DR,OMF,7.5,11.62
INF740K01JV8,DSPBRIOFM,DR,OMF,7.5,10.75
INF209K01DK0,BSL341QD,DR,OMF,7.5,15.56
INF209K01XL6,B341QZ,DR,OMF,7.5,11.14
INF204K01901,RELBANKGDR,DR,OMF,7.5,63.76
INF204K01XN3,RELBANDPDP,DR,OMF,7.5,93.2
INF767K01824,LICNMIMDR,DR,OMF,7.5,12.51
INF767K01840,LICNMIQDR,DR,OMF,7.5,13.08
INF767K01865,LICNMIYDR,DR,OMF,7.5,11.86
INF767K01AL1,LICSTDDR,DR,OMF,7.5,10.68
INF767K01FN6,STD1R,DR,OMF,7.5,10.05
INF179K01590,HDFC01D,DR,OMF,8.5,70.82
INF179K01VM3,H01RTDR,DR,OMF,7.5,83.26
INF179K01418,HDFC61D,DR,OMF,7.5,31.71
INF179K01VB6,H61RTDR,DR,OMF,7.5,38.34
INF179K01YR6,H31RTDR,DR,OMF,7.5,91.03
INF179K01BA0,HDFC31D,DR,OMF,7.5,69.4
INF179K01889,HDFC11D,DR,OMF,7.5,12.25
INF179K01939,HDFC28D,DR,OMF,7.5,13.03
INF179K01905,HDFC29D,DR,OMF,7.5,10.13
INF179KA1D82,HIFSTDPNDR,DR,OMF,7.5,18.4
INF179KA1NO1,HDFC29RT,DR,OMF,7.5,10.14
INF179K01BD4,HDFC41D,DR,OMF,8.5,56.74
INF179K01YU0,H41RTDR,DR,OMF,7.5,65.38
INF789F01PJ7,CPIMR,DR,GMF,10,1043.63
INF174K01NB4,KFLRMDR,DR,GMF,10,1055.38
INF174K01MX0,KFLRM255D,DR,GMF,10,1158.48
INF955L01666,BPGRR,DR,OMF,7.5,53.25
INF760K01035,CRDVDPR,DR,OMF,7.5,55.83
INF760K01EE3,CRDVDD,DR,OMF,7.5,83.71
INF090I01254,FTDPEFDR,DR,OMF,7.5,42.52
INF090I01HU8,FTDPEFDDR,DR,OMF,7.5,49.77
INF109K01803,IPAAPD,DR,OMF,7.5,107.74
INF109K01860,IPAVAPD,DR,OMF,7.5,141.62
INF109K01845,IPAMPD,DR,OMF,7.5,81.03
INF109K01829,IPACPD,DR,OMF,7.5,42.55
INF109K01886,IPAVCPD,DR,OMF,7.5,35.57
INF179K01AB0,HDFCMILMD,DR,OMF,8.5,14.34
INF179K01AD6,HDFCMILQD,DR,OMF,8.5,15.09
INF179K01XG1,HMLMRTDR,DR,OMF,7.5,15.71
INF179K01XI7,HMLQRTDR,DR,OMF,7.5,16.53
INF204K01FF6,RELMTLIPMR,DR,OMF,7.5,10.81
INF204K01FH2,RELMTLIPQR,DR,OMF,7.5,12.07
INF204K01YX0,RELMIPDPMD,DR,OMF,7.5,11.61
INF336L01AD0,OEOID,DR,OMF,7.5,41.48
INF336L01DG7,OHEOID,DR,OMF,7.5,44.34
INF336L01115,OMIPSM,DR,OMF,7.5,12.96
INF336L01131,OMIPSQ,DR,OMF,7.5,17.1
INF109K01894,IPIMPD,DR,OMF,7.5,13.68
INF109K01WY3,IPRUIMPDQ,DR,OMF,7.5,11.61
INF109K01WX5,IPRUIMPDH,DR,OMF,7.5,12.8
INF109K01S54,IPRU8186,DR,OMF,7.5,16.4
INF109K01S96,IPRU8187,DR,OMF,7.5,14.26
INF109K01S70,IPRU8185,DR,OMF,7.5,16.07
INF789F01802,UTIMIDCAP,DR,OMF,7.5,122.05
INF789F01745,UTIINFRA,DR,OMF,7.5,66.87
INF789F01281,UTITRNSPRT,DR,OMF,7.5,113
INF789F01364,UTIBANKING,DR,OMF,7.5,60.09
INF204K01AC4,RELPOWERDR,DR,OMF,7.5,65.1
INF204K01I84,RELDIVDPDP,DR,OMF,7.5,73.11
INF209K01DF0,BSL313MD,DR,OMF,7.5,15.84
INF209K01777,BSL313MP,DR,OMF,7.5,59.18
INF209K01XJ0,B313PZ,DR,OMF,7.5,65.42
INF204K01943,RELPHARMDR,DR,OMF,7.5,106.87
INF204K01I43,RELPHADPDP,DR,OMF,7.5,148.25
INF740K01144,DSPBRITF,DR,OMF,7.5,29.35
INF740K01PW3,DSPTGRDDR,DR,OMF,7.5,53.54
INF740K01466,DSPBRSFAGG,DR,OMF,7.5,11.19
INF740K01482,DSPSFAGGQP,DR,OMF,7.5,11.54
INF179K01483,HDFC58D,DR,OMF,7.5,10.06
INF179K01467,HDFC60D,DR,OMF,7.5,10.15
INF179K01VH3,H60RTDR,DR,OMF,7.5,10.16
INF789F01653,UTIGILTLTP,DR,GMF,10,34.96
INF789F01885,UTIMISADV,DR,OMF,7.5,41.34
INF789F01919,UTIMISADVM,DR,OMF,7.5,16.58
INF789F01PC2,BFWIR,DR,OMF,7.5,1255.48
INF174K01476,KEQFOF,DR,OMF,7.5,196.94
INF109K01AD3,IPDISCODFD,DR,OMF,7.5,37.37
INF109K010K5,IPRU8175,DR,OMF,7.5,105.51
INF204K01CK3,RELFLRFMDR,DR,OMF,7.5,11.09
INF204K01CJ5,FRWDRMF,DR,OMF,7.5,10.26
INF109K01IO3,IPRULFRAQ,DR,OMF,7.5,10.67
INF109K019A7,IPRU8192,DR,OMF,7.5,11.23
INF204K01AO9,RELMEDIADR,DR,OMF,7.5,37.44
INF204K01G45,RELMEDDPDP,DR,OMF,7.5,55.61
INF179K01AL9,HDFCMULDR,DR,OMF,7.5,12.76
INF179K01XS6,HMULRTDR,DR,OMF,7.5,14.86
INF179K01566,HDFCCORDR,DR,OMF,7.5,22.97
INF179K01VJ9,HCODRTDR,DR,OMF,7.5,28.84
INF209K01DH6,BSL321QD,DR,OMF,7.5,10.49
INF209K01DG8,BSL321MD,DR,OMF,7.5,10.41
INF109K01AL6,IPESTARESD,DR,OMF,7.5,38.15
INF109K010N9,IPRU8181,DR,OMF,7.5,56.95
INF204K01588,RELNRIRPDR,DR,OMF,7.5,32.27
INF204K01G86,RELNRIDPDP,DR,OMF,7.5,43.46
INF204K01FK6,RELDYNBFDR,DR,OMF,7.5,22.56
INF204K01XC6,RELDYNBQDR,DR,OMF,7.5,10.29
INF903J01462,SBNPPEQU14,DR,OMF,7.5,32.98
INF903J01NJ1,71PD,DR,OMF,7.5,37.03
INF174K01229,KMIDCAP,DR,OMF,7.5,99.74
INF090I01197,FIFCAPDR,DR,OMF,7.5,19.61
INF090I01IM3,FIFCAPDDR,DR,OMF,7.5,22.18
INF760K01787,CRFRDPR,DR,OMF,7.5,34.7
INF760K01183,CREQDPR,DR,OMF,7.5,77.07
INF760K01EH6,CREQDD,DR,OMF,7.5,115.8
INF204K01463,RELEQOPPDR,DR,OMF,8.5,58.59
INF204K01XE2,RELOPPDPDP,DR,OMF,7.5,83.45
INF179K01AR6,HDFCPREDD,DR,OMF,7.5,15.93
INF179K01XY4,HPRERTDR,DR,OMF,7.5,17.98
INF789F01455,UTIDYF,DR,OMF,8.5,29.39
INF174K01252,KCONTRA,DR,OMF,7.5,44.98
INF204K01GD9,RELREGSEDR,DR,OMF,7.5,41.74
INF204K01K31,RELRSEDPDP,DR,OMF,7.5,64.24
INF204K01VC0,RELLQDTMDR,DR,GMF,10,1019.09
INF204K01ZR9,RELLIQDPMD,DR,GMF,10,1019.26
INF209K01CR7,BSL291D,DR,OMF,7.5,39.89
INF789F01AF7,UTIOPRTUNE,DR,OMF,8.5,40.53
INF179K01AO3,HDFCMYD5R,DR,OMF,7.5,16.03
INF179K01XV0,HMY5RTMF,DR,OMF,7.5,19.28
INF109K01AT9,IPINFRAIFD,DR,OMF,7.5,28.36
INF109K017M6,IPRU8183,DR,OMF,7.5,44.28
INF209K01EE1,BSLA,DR,OMF,7.5,170.02
INF209K01ZB2,BADZ,DR,OMF,7.5,287.83
INF209K01CB1,BSL02,DR,OMF,7.5,181.43
INF209K01UM0,B02DZ,DR,OMF,7.5,393.97
INF209K01DT1,BSL52,DR,OMF,7.5,148.07
INF209K01XY9,B52DZ,DR,OMF,7.5,207.16
INF209K01CD7,BSL15,DR,OMF,7.5,42.32
INF209K01EC5,BSL91,DR,OMF,8.5,38.39
INF209K01YW1,B91DDZ,DR,OMF,7.5,90.96
INF209KA11Z3,B85NIR,DR,OMF,7.5,145.75
INF209KA13Z9,B85IFR,DR,OMF,7.5,103.33
INF209K01DL8,BSL37,DR,OMF,7.5,12.36
INF204K01GM0,RELTAXTSDR,DR,OMF,7.5,33.47
INF204K01L48,RELTAXDPDP,DR,OMF,7.5,44.06
INF966L01309,166LFMD,DR,GMF,10,15.17
INF966L01812,166LFDM,DR,GMF,10,15.62
INF174K01195,KOPPORT,DR,OMF,7.5,51.87
INF760K01076,CRGBDPR,DR,OMF,7.5,94.55
INF760K01EY1,CRGBDD,DR,OMF,7.5,121.87
INF209K01CS5,BSL292D,DR,OMF,7.5,23.44
INF209K01WF0,B292RZ,DR,OMF,7.5,54.6
INF109K01Q23,IPRU8129,DR,GMF,10,167.09
INF109K01VT5,IPRU1780,DR,GMF,10,165.99
INF090I01551,FISCFDR,DR,OMF,7.5,48.07
INF090I01IP6,FISCFDDR,DR,OMF,7.5,56.42
INF109K01BA7,IPSID,DR,OMF,7.5,36.96
INF109K01W17,IPRU8193,DR,OMF,7.5,69.37
INF760K01266,CRINDPR,DR,OMF,7.5,57.28
INF760K01FN1,CRINDD,DR,OMF,7.5,78.89
INF209K01CT3,BSL293D,DR,OMF,7.5,27.13
INF082J01051,QUANTEFDPR,DR,OMF,7.5,113.77
INF082J01267,QMFEFRDR,DR,OMF,7.5,109.84
INF090I01940,TIEIFDR,DR,OMF,7.5,26.35
INF090I01IS0,TIEIFDDR,DR,OMF,7.5,29.48
INF082J01200,QMFLFMDR,DR,GMF,10,10.04
INF903J01553,SPEQU23,DR,OMF,7.5,27.01
INF903J01NG7,91PD,DR,OMF,7.5,29.8
INF192K01502,AADP,DR,OMF,7.5,14.07
INF789FB1RI2,SFDPR,DR,OMF,7.5,18.28
INF740K01QR1,DSPBRMMF,DR,OMF,7.5,1069.33
INF740K01110,DSPBRSMF,DR,OMF,7.5,27.74
INF740K01PZ6,DSPSMCDDR,DR,OMF,7.5,63.77
INF966L01333,166HYDP,DR,OMF,7.5,70.13
INF966L01630,166HYD1,DR,OMF,7.5,57.78
INF205K01288,RELIGARETP,DR,OMF,7.5,23.32
INF204K01GG2,RELLNGEQDR,DR,OMF,7.5,32.5
INF204K01F87,RELLTEDPDP,DR,OMF,7.5,44.22
INF109K01BE9,IPRUEDIRD,DR,OMF,7.5,14.6
INF109K015O6,IPRU8177,DR,OMF,7.5,16.51
INF109K01BG4,IPEQDEDWRD,DR,OMF,7.5,17.88
INF109K011B2,IPRU8179,DR,OMF,7.5,27.07
INF109K017W5,IPRU2059,DR,OMF,7.5,20.28
INF205K01IA8,IMFUSIWDR,DR,OMF,7.5,1161.8
INF740K01177,DSPBRTSF,DR,OMF,7.5,23.13
INF174K01DT7,KEMEDR,DR,OMF,7.5,59.38
INF174K01LV6,KEME133D,DR,OMF,7.5,73.63
INF903J01DV7,SMFEMDR,DR,OMF,7.5,28.99
INF903J01PQ1,EMDDP,DR,OMF,7.5,32.9
INF205K01UP1,RGFSTM,DR,OMF,7.5,1050.5
INF044D01880,TMFITDPR,DR,OMF,7.5,58.09
INF205K01197,RELIGARECF,DR,OMF,7.5,45.55
INF205K01LD6,IMFCFD2DR,DR,OMF,7.5,60.18
INF205K01BE5,RELIGAREMC,DR,OMF,7.5,50.05
INF205K01MU8,IMFMCD2DR,DR,OMF,7.5,63.4
INF205K01130,RELIGAREAF,DR,OMF,7.5,15.74
INF205K01KQ0,IMFAFD2DR,DR,OMF,7.5,17.18
INF179K01CT8,HMIDCAP-DR,DR,OMF,7.5,48.65
INF179K01XP2,HMCORTDR,DR,OMF,7.5,70.47
INF209K01EP7,B295DR,DR,OMF,7.5,35.59
INF090I01973,FIHGCFDR,DR,OMF,7.5,37.16
INF090I01IV4,FIHGCFDDR,DR,OMF,7.5,43.68
INF767K01527,LPDDR,DR,OMF,7.5,10.89
INF767K01576,LPWDR,DR,OMF,7.5,10.06
INF174K01310,KEQARBIT,DR,OMF,7.5,10.73
INF174K01LD4,KEADG,DR,OMF,7.5,11.22
INF740K01AM6,DSPBRMCF,DR,OMF,7.5,53.02
INF740K01QF6,DSPMCRDDR,DR,OMF,7.5,57.81
INF205K01254,RELIGAREGF,DR,OMF,7.5,38.08
INF205K01LZ9,IMFGFD2DR,DR,OMF,7.5,45.11
INF966L01515,166ISDP,DR,OMF,7.5,38.76
INF966L01713,166ISD1,DR,OMF,7.5,41.98
INF204K01547,RELEQADVDR,DR,OMF,7.5,25.1
INF204K01XH5,REL200DPDP,DR,OMF,7.5,37.88
INF205K01221,RELIGAREEF,DR,OMF,7.5,20.07
INF205K01LM7,IMFEFD2DR,DR,OMF,7.5,23.58
INF903J01EZ6,SMFGADR,DR,OMF,7.5,25.88
INF789F01AI1,UTISTINCME,DR,OMF,7.5,21.56
INF789FA1R58,STQDR,DR,OMF,7.5,14.97
INF789FA1R09,STAIR,DR,OMF,7.5,12.79
INF789F01QC0,STIMR,DR,OMF,7.5,11.76
INF789F01CG1,UTIILFDRI,DR,OMF,7.5,44.85
INF174K01DW1,KGEMDR,DR,OMF,7.5,22.19
INF740K01PB7,DSPWGFDR,DR,OMF,7.5,12.42
INF205K01CF0,RELIGAREIN,DR,OMF,7.5,40.69
INF205K01MC6,IMFISD2DR,DR,OMF,7.5,49.06
INF179KA1KL3,HDFCAFWDQ,DR,OMF,7.5,10.76
INF179KA1KN9,HDFCAFWDM,DR,OMF,7.5,11.17
INF179KA1KP4,HDFCAFWDT,DR,OMF,7.5,11.3
INF179KA1KR0,HDFCAFWMT,DR,OMF,7.5,10.96
INF109K01BJ8,IPINAS1024,DR,OMF,7.5,34.64
INF109K014M3,IPRU8035,DR,OMF,7.5,65.39
INF179K01723,HDFCILR,DR,OMF,7.5,10.16
INF179K01VP6,HISMRTDR,DR,OMF,7.5,10.16
INF209K01CV9,BSL297D,DR,OMF,7.5,16.01
INF209K01WT1,B297RZ,DR,OMF,7.5,35.26
INF090I01AA5,FAEFDR,DR,OMF,7.5,12.38
INF205K01DP7,RELIGAREMS,DR,OMF,7.5,100.73
INF205K01MR4,IMFMSD2DR,DR,OMF,7.5,117.88
INF192K01569,JMCRDP,DR,OMF,7.5,18.24
INF179K01GG6,HDFCINFDR,DR,OMF,7.5,19.81
INF179K01WR0,HINFRTDR,DR,OMF,7.5,30.01
INF769K01028,MIRAEIORDR,DR,OMF,7.5,26.68
INF769K01AZ7,MIRAEIOD2,DR,OMF,7.5,60.57
INF767K01493,LICNIRDPR,DR,OMF,7.5,40.37
INF209K01LG1,B296RD,DR,OMF,7.5,42.29
INF740K01052,DSPBRNRNEF,DR,OMF,7.5,30.62
