ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF754K01EB2,ATDD,DP,OMF,7.5,13.64
INF754K01HT7,EMFARBMDRP,DP,OMF,7.5,14.64
INF754K01HW1,EMFARBMDDP,DP,OMF,7.5,15.68
INF846K01PR8,AXISIODPD,DP,OMF,7.5,10.09
INF846K01PJ5,AXISIODG,GR,OMF,7.5,21.56
INF846K01PO5,AXISIOGP,GR,OMF,7.5,19.45
INF740K01Z35,DSPGAFRDP,DP,OMF,7.5,15.72
INF740K01Z27,DSPGAFRG,GR,OMF,7.5,19.13
INF740K01Z50,DSPGAFDGR,GR,OMF,7.5,20.1
INF179KA1RT1,HLCFRG,GR,OMF,7.5,293.19
INF179KA1RU9,HLCFRDP,DP,OMF,7.5,34.81
INF179KA1RQ7,HLCFDG,GR,OMF,7.5,305.38
INF179KA1RR5,HLCFDDP,DP,OMF,7.5,44.28
INF179KA1SA9,HSMCFRDP,DP,OMF,7.5,42.71
INF179KA1RZ8,HSMCFRG,GR,OMF,7.5,119.83
INF179KA1RW5,HSMCFDG,GR,OMF,7.5,134.85
INF179KA1RX3,HSMCFDDP,DP,OMF,7.5,62.44
INF179KA1SF8,HDPEFOFRG,GR,OMF,7.5,36.16
INF179KA1SG6,HDPEFOFRDP,DP,OMF,7.5,31.68
INF179KA1SC5,HDPEFOFDG,GR,OMF,7.5,39.56
INF205K01I83,IMFCBD1GR,GR,OMF,7.5,1904.28
INF205K01I34,RGFCBOFGPG,GR,OMF,7.5,1733.96
INF846K01QC8,AXISEAGPG,GR,OMF,7.5,17.3
INF846K01PZ1,AXISEADG,GR,OMF,7.5,18.64
INF846K01QA2,AXISEAD1D,DP,OMF,7.5,11.84
INF846K01QD6,AXISEADPD,DP,OMF,7.5,10.97
INF204KA1SI1,REJAPEQDGR,GR,OMF,7.5,19.59
INF204KA1SH3,RELJAPEQGR,GR,OMF,7.5,17.8
INF109KA1N46,IPRU2498,GR,GMF,10,22.04
INF109KA1O37,IPRU8698,GR,GMF,10,22.5
INF109KA1O52,IPRU8700P,DP,GMF,10,11.17
INF740K012I0,DSP10YRGR,GR,GMF,10,19.6
INF740K019I5,DSP10YDGR,GR,GMF,10,20.04
INF194KA1UF5,IDFC300,DP,OMF,7.5,14.26
INF194KA1UH1,IDFCD299,GR,OMF,7.5,24.6
INF194KA1UI9,IDFCD300,DP,OMF,7.5,16.13
INF194KA1UE8,IDFC299,GR,OMF,7.5,21.6
INF174K01C78,KESFRG,GR,OMF,7.5,23.57
INF174K01D28,KKSFG35D,GR,OMF,7.5,25.55
INF174K01C86,KESFMD,DP,OMF,7.5,17.26
INF174K01D36,K36D,DP,OMF,7.5,18.34
INF579M01902,IGDG,GR,OMF,7.5,47.24
INF579M01910,IGDDP,DP,OMF,7.5,46.76
INF579M01878,IGRG,GR,OMF,7.5,42.16
INF579M01886,IGRDP,DP,OMF,7.5,37.3
INF084M01AC6,B106DP,DP,OMF,7.5,25.1
INF084M01AB8,B105G,GR,OMF,7.5,91.76
INF084M01DJ5,BD105,GR,OMF,7.5,102.79
INF084M01DK3,BD106P,DP,OMF,7.5,28.16
INF084M01AE2,B103B,GR,OMF,7.5,57.74
INF084M01DM9,B103Y,GR,OMF,7.5,30.1
INF084M01AF9,B103A,DP,OMF,7.5,53.17
INF084M01AH5,B104B,GR,OMF,7.5,34.06
INF084M01DP2,BD1034,GR,OMF,7.5,35.86
INF084M01AZ7,B374,GR,OMF,7.5,29.68
INF084M01EH7,BD374,GR,OMF,7.5,31.33
INF084M01AT0,59B,GR,OMF,7.5,23.27
INF084M01AU8,59A,DP,OMF,7.5,23.27
INF084M01EB0,BD1050,GR,OMF,7.5,24.19
INF090I01LE4,FIMASGR,GR,OMF,7.5,17.8
INF090I01LF1,FIMASDP,DP,OMF,7.5,17.8
INF090I01LH7,FIMASDGR,GR,OMF,7.5,19.85
INF209KA1TP9,B249Y,GR,OMF,7.5,21.9
INF209KA1TQ7,B249X,DP,OMF,7.5,15.34
INF209KA1TT1,B249A,DP,OMF,7.5,13.11
INF209KA1TS3,B249B,GR,OMF,7.5,19.89
INF109KA14I5,IPRU2556,GR,OMF,7.5,20.27
INF109KA13J5,IPRU8760P,DP,OMF,7.5,14.98
INF109KA16I0,IPRU2558P,DP,OMF,7.5,12.85
INF109KA11J9,IPRU8758,GR,OMF,7.5,21.63
INF247L01551,LTDPD,DP,OMF,7.5,27.09
INF247L01577,LTPDD,DP,OMF,7.5,33.8
INF247L01544,LTGPG,GR,OMF,7.5,42.7
INF247L01569,LTGDG,GR,OMF,7.5,48.23
INF955L01FP0,BPMFCOGP,GR,OMF,7.5,20.15
INF955L01FR6,BPMFCOD2,GR,OMF,7.5,21.98
INF209KA1YH6,B250B,GR,OMF,7.5,28.05
INF209KA1YL8,B250X,DP,OMF,7.5,20.63
INF209KA1YI4,B250A,DP,OMF,7.5,19.09
INF209KA1YK0,B250Y,GR,OMF,7.5,30.5
INF204KA1B80,RELREWCB,GR,OMF,7.5,25.16
INF204KA1B64,RELREWCG,GR,OMF,7.5,25.16
INF204KA1C14,RELREWCDDP,DP,OMF,7.5,22.42
INF204KA1C06,RELREWCDP,DP,OMF,7.5,19.68
INF204KA1B72,RELREWCDG,GR,OMF,7.5,28.03
INF204KA1C30,RELREIGDG,GR,OMF,7.5,20.55
INF204KA1C71,RELREIGDDP,DP,OMF,7.5,20.55
INF204KA1C63,RELREIGDP,DP,OMF,7.5,18.28
INF204KA1C22,RELREIGG,GR,OMF,7.5,18.28
INF767K01ND1,MCD1D,DP,OMF,7.5,29.29
INF767K01NE9,MCG1G,GR,OMF,7.5,36.91
INF767K01NB5,MCGPG,GR,OMF,7.5,32.6
INF767K01NA7,MCDPD,DP,OMF,7.5,26.39
INF178L01BY0,KKCBG258G,GR,OMF,7.5,3556.52
INF178L01BO1,PB208G,GR,OMF,7.5,3419.17
INF178L01BQ6,PB208MP,DP,OMF,7.5,1113.84
INF178L01095,INFRA,GR,OMF,7.5,60.07
INF178L01079,INFRA,DP,OMF,7.5,48.04
INF178L01AK1,K53D,DP,OMF,7.5,68.95
INF178L01AL9,KKIEG53G,GR,OMF,7.5,69.75
INF178L01202,STSG,GR,OMF,7.5,3074.71
INF178L01210,STSMDP,DP,OMF,7.5,1171.99
INF178L01AX4,KKDL255G,GR,OMF,7.5,3323.35
INF663L01FJ3,PRMDEGP,GR,OMF,7.5,31.06
INF663L01FG9,PRMDED1,DP,OMF,7.5,20.21
INF663L01FK1,PRMDEDPP,DP,OMF,7.5,18.18
INF663L01FF1,PRMDEG1,GR,OMF,7.5,35.72
INF200KA1473,SBIBFSFGR,GR,OMF,7.5,33.69
INF200KA1507,SBBFSD464G,GR,OMF,7.5,37.15
INF200KA1481,SBIBFSFDP,DP,OMF,7.5,30.26
INF761K01DH6,BOICSRGG,GR,OMF,7.5,11.47
INF761K01DG8,CSDG,DP,OMF,7.5,11.7
INF767K01NG4,BKDPD,DP,OMF,7.5,18.27
INF767K01NH2,BKGPG,GR,OMF,7.5,18.28
INF767K01NK6,BKG1G,GR,OMF,7.5,20.25
INF740K013Q1,DSPUSTDGR,GR,OMF,7.5,18.75
INF740K018P2,DSPUSTRGR,GR,OMF,7.5,18.22
INF903J01IN3,SFSTPRG,GR,OMF,7.5,39.1
INF903J01IO1,SFSTPRMDP,DP,OMF,7.5,11.62
INF903J01LY4,SFSTPRB,GR,OMF,7.5,19.72
INF903J01PA5,153DP,GR,OMF,7.5,39.59
INF209KA1K47,B380B,GR,OMF,7.5,18.82
INF209KA1K96,B380X,DP,OMF,7.5,12.16
INF209KA1K54,B380A,DP,OMF,7.5,11.2
INF209KA1K88,B380Y,GR,OMF,7.5,20.42
INF082J01176,QMFDBGPG,GR,OMF,7.5,19.61
INF082J01218,QMFDBRGG,GR,OMF,7.5,19.4
INF789FB1JU4,MZGPG,GR,OMF,7.5,16.67
INF204KA1T56,RBAPSUGR,GR,OMF,7.5,18.87
INF204KA1U53,RBAPSUDGR,GR,OMF,7.5,19.5
INF204KA1T72,RBAPSUDP,DP,OMF,7.5,18.87
INF204KA1U38,RBAPSUMDP,DP,OMF,7.5,10.66
INF204KA1V94,REQSAVGR,GR,OMF,7.5,14.76
INF204KA1W77,REQSAVDGR,GR,OMF,7.5,16.07
INF204KA1W10,REQSAVDP,DP,OMF,7.5,12.64
INF204KA1W51,REQSAVMDP,DP,OMF,7.5,12.47
INF204KA1W36,REQSAVQDP,DP,OMF,7.5,12.46
INF200KA1DB2,SBIESFRDPM,DP,OMF,7.5,19.97
INF200KA1DD8,SBIESFRDPQ,DP,OMF,7.5,20.37
INF200KA1DA4,SBIESFRG,GR,OMF,7.5,21.54
INF769K01DH9,MIRAEPFD1,GR,OMF,7.5,31.84
INF769K01DI7,MIRAEPFD2,DP,OMF,7.5,19.54
INF769K01DE6,MIRAEPFRGG,GR,OMF,7.5,27.72
INF769K01DF3,MIRAEPFRDD,DP,OMF,7.5,16.31
INF204KA12G2,REUSEOGR,GR,OMF,7.5,30.43
INF204KA15G5,REUSEODGR,GR,OMF,7.5,33.5
INF204KA13G0,REUSEODP,DP,OMF,7.5,30.43
INF204KA16G3,REUSEODDP,DP,OMF,7.5,33.5
INF846K01XR2,AXISSESRDD,DP,OMF,7.5,12.53
INF846K01VJ3,AXISESDGG,GR,OMF,7.5,22.26
INF846K01VK1,AXISESDMD,DP,OMF,7.5,13.49
INF846K01VO3,AXISESGPG,GR,OMF,7.5,19.96
INF846K01VP0,AXISESDPD,DP,OMF,7.5,11.84
INF846K01VR6,AXISESQDD,DP,OMF,7.5,12.27
INF666M01BE4,IBMVDDG,GR,OMF,7.5,27.56
INF666M01BH7,IBMVDRG,GR,OMF,7.5,23.5
INF663L01FQ8,PRMTFGP,GR,OMF,7.5,29.89
INF663L01FR6,PRMTFDP,DP,OMF,7.5,17.11
INF663L01FO3,PRMTFD1,DP,OMF,7.5,17.83
INF663L01FN5,PRMTFG1,GR,OMF,7.5,33.59
INF959L01CG8,PLFLADP,DP,OMF,7.5,25.94
INF959L01CD5,PLFLAGD,GR,OMF,7.5,30.07
INF959L01CF0,PLFLAGP,GR,OMF,7.5,25.94
INF959L01CH6,PLFMCGD,GR,OMF,7.5,35.69
INF959L01CK0,PLFMCGP,GR,OMF,7.5,30.53
INF959L01CL8,PLFMCDP,DP,OMF,7.5,30.52
INF959L01CV7,PLFMCAD,DP,OMF,7.5,31.4
INF769K01DM9,MIRAETSD1,GR,OMF,7.5,46.6
INF769K01DN7,MIRAETSD2,DR,OMF,7.5,27.66
INF769K01DL1,MIRAETSRDD,DP,OMF,7.5,23.77
INF769K01DK3,MIRAETSRGG,GR,OMF,7.5,41.66
INF277K01Z36,TATABSDZ,DR,OMF,7.5,39.57
INF277K01Z10,TATABSGZ,GR,OMF,7.5,39.57
INF277K01Y86,TBSG,GR,OMF,7.5,34.57
INF277K01Z02,TBSD,DR,OMF,7.5,31.79
INF277K01Z44,TDIFG,GR,OMF,7.5,40.96
INF277K01Z93,TATADIFDZ,DR,OMF,7.5,47.01
INF277K01Z69,TDIFD,DR,OMF,7.5,40.96
INF277K01Z77,TATADIFGZ,GR,OMF,7.5,47.01
INF277K015A1,TATAICFDZ,DR,OMF,7.5,42.73
INF277K012A8,TICFD,DR,OMF,7.5,34.76
INF277K010A2,TICFG,GR,OMF,7.5,37.69
INF277K013A6,TATAICFGZ,GR,OMF,7.5,42.73
INF277K011B8,TATAIPHDZ,DR,OMF,7.5,28.21
INF277K019A3,TATAIPHGZ,GR,OMF,7.5,28.21
INF277K018A5,TIPHD,DR,OMF,7.5,24.69
INF277K016A9,TIPHG,GR,OMF,7.5,24.69
INF277K015B9,TATAREFGZ,GR,OMF,7.5,45.81
INF277K012B6,TREFG,GR,OMF,7.5,39.8
INF277K017B5,TATAREFDZ,DR,OMF,7.5,45.81
INF277K014B2,TREFD,DR,OMF,7.5,36.4
INF194KA1L81,IDFC303,GR,OMF,7.5,17.46
INF194KA1M23,IDD303GR,GR,OMF,7.5,17.92
INF194KA1S43,IDD305DP,DP,OMF,7.5,10.37
INF194KA1R28,ID305DP,DP,OMF,7.5,10.62
INF179KB1MG8,HRETEQR,GR,OMF,7.5,44.07
INF179KB1MI4,HRETHER,GR,OMF,7.5,34.2
INF179KB1MK0,HRETHDR,GR,OMF,7.5,19.65
INF740KA1462,DSPESRMDP,DP,OMF,7.5,13.37
INF740KA1488,DSPESRQDP,DP,OMF,7.5,13.37
INF740KA1504,DSPESDGR,GR,OMF,7.5,21.42
INF740KA1439,DSPESRGR,GR,OMF,7.5,19.31
INF740KA1447,DSPESRDP,DP,OMF,7.5,11.95
INF223J01NS5,PRMCFD1,GR,GMF,10,317.36
INF663L01GU8,PRMFEDPD,DP,OMF,7.5,20.1
INF663L01GW4,PRMFEGP,GR,OMF,7.5,302.46
INF663L01GR4,PRMFED1,GR,OMF,7.5,352.4
INF663L01GS2,PRMFED2,DP,OMF,7.5,28.19
INF223J01DB2,PRMFBRG,GR,OMF,7.5,39.32
INF223J01OO2,PRMFBD1,GR,OMF,7.5,43.44
INF223J01QL3,PRM2FD2,DR,OMF,7.5,10.02
INF223J01QO7,PRM2FD1,GR,OMF,7.5,32.76
INF223J01FK8,FFIG,GR,OMF,7.5,31.56
INF223J01FC5,PRMMARM,DP,OMF,7.5,12.7
INF223J01FB7,PRMMARG,GR,OMF,7.5,45.2
INF223J01QD0,PRMMAD1,GR,OMF,7.5,50.71
INF663L01HA8,PRMIODP,DP,OMF,7.5,14.71
INF663L01HC4,PRMIOGPG,GR,OMF,7.5,114.48
INF663L01GX2,PRMIOD1,GR,OMF,7.5,134.15
INF663L01NY6,DPRMIOMD,DP,OMF,7.5,23.68
INF223J01AY0,PRMGTGPG,GR,OMF,7.5,13.85
INF223J01NL0,PRMGTD1,GR,OMF,7.5,15.59
INF223J01AQ6,PRMGFGP,GR,GMF,10,27.48
INF223J01ND7,PRMGFD1,GR,GMF,10,29.4
INF223J01AU8,PRMGAGRG,GR,OMF,7.5,39.37
INF223J01NF2,PRMGAD1,GR,OMF,7.5,44.06
INF223J013N7,PRMARD1,GR,OMF,7.5,18.05
INF223J019N4,DWSARGP,GR,OMF,7.5,17.03
INF223J011M3,DWSARMDP,DP,OMF,7.5,11.05
INF761K01DM6,BOIMCDGG,GR,OMF,7.5,36.07
INF761K01DQ7,MCRDD,DP,OMF,7.5,28.47
INF761K01DP9,MCRGG,GR,OMF,7.5,33.59
INF761K01DN4,BOIMCDDD,DP,OMF,7.5,29.44
INF174V01010,MMMLFRG,GR,GMF,10,1569.67
INF174V01044,MMMLFDG,GR,GMF,10,1584.48
INF174V01085,MMMKYRD,DP,OMF,7.5,17.38
INF174V01093,MMMKYDG,GR,OMF,7.5,29.08
INF174V01101,MMMKYDD,DP,OMF,7.5,20.68
INF174V01077,MMMKYRG,GR,OMF,7.5,25.26
INF247L01601,DEADD,DP,OMF,7.5,14.62
INF247L01643,DEDQD,DP,OMF,7.5,13.39
INF247L01585,DEGPGG,GR,OMF,7.5,19.19
INF247L01593,DEQDD,DP,OMF,7.5,12.74
INF247L01635,DEGDG,GR,OMF,7.5,20.99
INF843K01047,JPEGR,GR,OMF,7.5,72.45
INF843K01054,JPEDI,DP,OMF,7.5,27.63
INF843K01AM8,EMFEFD2,DP,OMF,7.5,32.5
INF843K01AL0,EMFEFD1,GR,OMF,7.5,83.8
INF754K01GZ6,EMFLIQDRGR,GR,GMF,10,3084.63
INF754K01GM4,EMFLIQDGP,GR,GMF,10,3143.37
INF754K01GW3,EMFLIQDDMP,DP,GMF,10,1006.84
INF843K01013,JPSGR,GR,OMF,7.5,78.26
INF843K01021,JPSDI,DP,OMF,7.5,45.12
INF843K01AP1,EMFMSD2,DP,OMF,7.5,65.57
INF843K01AO4,EMFMSD1G,GR,OMF,7.5,89.92
INF843K01344,JARGR,GR,GMF,10,26.27
INF843K01377,JAIGR,GR,GMF,10,22.48
INF843K01351,JARDI,DP,GMF,10,24.71
INF843K01CE1,EMFAID1,GR,GMF,10,28.74
INF843K01609,JASGR,GR,OMF,7.5,24.33
INF843K01AW7,EMFASD1,GR,OMF,7.5,26.93
INF843K01ED9,JPUSE,GR,OMF,7.5,29.08
INF843K01EC1,EMFUSD1,GR,OMF,7.5,31.8
INF843K01FK1,JPBPG,GR,OMF,7.5,22.35
INF843K01FC8,EMFPSD1,GR,OMF,7.5,23.08
INF843K01GJ1,JPDGR,GR,OMF,7.5,19.01
INF843K01GI3,EMFEDFDRGP,GR,OMF,7.5,20.77
INF843K01HC4,JPGGR,GR,GMF,10,22.39
INF843K01GS2,JDGGR,GR,GMF,10,23.64
INF843K01GU8,JDGDP,DP,GMF,10,23.55
INF843K01IZ3,EMFEMD1G,GR,OMF,7.5,16.09
INF843K01IY6,JP114,GR,OMF,7.5,14.96
INF843K01KC8,EMFEID1,GR,OMF,7.5,24.24
INF843K01KI5,JP117,DP,OMF,7.5,15.36
INF843K01KG9,JP115,GR,OMF,7.5,22.22
INF843K01KK1,JD119,GR,OMF,7.5,36.63
INF843K01KN5,JP119,GR,OMF,7.5,32.25
INF843K01KO3,JP120,DP,OMF,7.5,26.48
INF194KA1U15,IDFC311,GR,OMF,7.5,21.44
INF194KA1U56,IDFCHEFDG,GR,OMF,7.5,23.84
INF194KA1U64,IDFCHEFDP,DP,OMF,7.5,19.39
INF194KA1U23,IDFC312,DP,OMF,7.5,17.44
INF174V01184,MMMDYDG,GR,OMF,7.5,21.5
INF174V01168,MMMDYRP,DP,OMF,7.5,13.41
INF174V01150,MMMDYRG,GR,OMF,7.5,18.79
INF194KA1X61,IDFCCOFDG,GR,OMF,7.5,16.17
INF194KA1W39,IDFC313,GR,OMF,7.5,15.07
INF174V01267,MMMSYDG,GR,OMF,7.5,1601.09
INF174V01218,MMMSYRG,GR,OMF,7.5,1506.19
INF769K01DP2,MIRAEDBRD,DP,OMF,7.5,14.83
INF769K01DR8,MIRAEDBDG,GR,OMF,7.5,16.05
INF769K01DO5,MIRAEDBRG,GR,OMF,7.5,14.83
INF174V01366,MMMBYDP,DP,OMF,7.5,27.02
INF174V01317,MMMBYRG,GR,OMF,7.5,30.29
INF174V01333,MMMBYRP,DP,OMF,7.5,23
INF174V01341,MMMBYDG,GR,OMF,7.5,34.56
INF582M01CQ5,UNFLFG,GR,OMF,7.5,21.54
INF582M01CU7,UNFLFGD,GR,OMF,7.5,22.63
INF582M01CV5,UNFLFPD,DP,OMF,7.5,22.63
INF582M01CR3,UNFLFP,DP,OMF,7.5,21.54
INF846K01ZM8,AXISCODGG,GR,OMF,7.5,16.26
INF846K01ZU1,AXISCOGPG,GR,OMF,7.5,15.47
INF846K01ZY3,AXISCODPD,DP,OMF,7.5,10.22
INF846K01A03,AXISCORDD,DP,OMF,7.5,11.95
INF846K01A29,AXISDEDGG,GR,OMF,7.5,19.69
INF846K01A37,AXISDED1D,DP,OMF,7.5,13.32
INF846K01A52,AXISDEGPG,GR,OMF,7.5,17.92
INF846K01A60,AXISDEDPD,DP,OMF,7.5,12.51
INF666M01DK7,IBTSG1IBMF,GR,OMF,7.5,20.02
INF666M01DO9,IBTSRDIBMF,DP,OMF,7.5,18
INF666M01DN1,IBTSRGIBMF,GR,OMF,7.5,18
INF109KB17W7,IPRU3007,GR,OMF,7.5,23.31
INF109KB19W3,IPRU3008,DR,OMF,7.5,23.31
INF109KB10X0,IPRU9209,GR,OMF,7.5,23.59
INF109KB12X6,IPRU9210,DR,OMF,7.5,23.59
INF740KA1CO4,DSPENRGR,GR,OMF,7.5,22.09
INF740KA1CP1,DSPENRDP,DP,OMF,7.5,19.99
INF740KA1CR7,DSPENDGR,GR,OMF,7.5,22.79
INF740KA1CS5,DSPENDDP,DP,OMF,7.5,20.68
INF179KC1AV1,HODD1,DP,OMF,7.5,17.84
INF179KC1AY5,HORD1,DP,OMF,7.5,16.45
INF179KC1AX7,HORG1,GR,OMF,7.5,21.07
INF179KC1AU3,HODG1,GR,OMF,7.5,22.51
INF846K01B28,AXISMLDGG,GR,OMF,7.5,24.82
INF846K01B02,AXISMLD1D,DP,OMF,7.5,17.16
INF846K01B51,AXISMLGPG,GR,OMF,7.5,22.76
INF846K01B36,AXISMLDPD,DP,OMF,7.5,15.89
INF582M01DI0,UNPFG,GR,OMF,7.5,18.21
INF582M01DK6,UNPFP,DP,OMF,7.5,18.21
INF582M01DE9,UNPFGD,GR,OMF,7.5,19.35
INF174V01499,MMEBYRP,DP,OMF,7.5,23.41
INF174V01523,MMEBYDP,DP,OMF,7.5,26.52
INF174V01473,MMEBYRG,GR,OMF,7.5,28.72
INF174V01507,MMEBYDG,GR,OMF,7.5,31.95
INF740KA1DL8,DSPAFRMP,DP,OMF,7.5,11.35
INF740KA1DQ7,DSPAFDMP,DP,OMF,7.5,12.39
INF740KA1DI4,DSPAFRGR,GR,OMF,7.5,13.84
INF740KA1DN4,DSPAFDGR,GR,OMF,7.5,14.38
INF754K01MH2,EMFMORGG,GR,OMF,7.5,23.19
INF754K01MI0,EMFMORDP,DP,OMF,7.5,23.19
INF754K01MM2,EMFMODDP,DP,OMF,7.5,24.45
INF754K01ML4,EMFMODGG,GR,OMF,7.5,24.45
INF769K01DX6,MIRAESTD1,GR,OMF,7.5,15.07
INF769K01DU2,MIRAESTRG,GR,OMF,7.5,14.34
INF959L01DI2,PLFEHGP,GR,OMF,7.5,17.91
INF959L01CX3,PLFEHGD,GR,OMF,7.5,19.95
INF959L01DJ0,PLFEHDP,DP,OMF,7.5,17.91
INF582M01DY7,UNCBG,GR,OMF,7.5,13.85
INF582M01DU5,UNCBGD,GR,OMF,7.5,14.12
INF879O01035,PPLFLFG,GR,GMF,10,1343.43
INF879O01043,PPLFLFMDP,DP,GMF,10,1004.8
INF879O01076,PPLFLFMDPZ,DP,GMF,10,1004.82
INF879O01068,PPLFLFGZ,GR,GMF,10,1351.62
INF789FC11T3,NYGPG,GR,OMF,7.5,22.54
INF789FC12T1,NYG1G,GR,OMF,7.5,23.24
INF955L01GX2,BPMFUSIGG,GR,OMF,7.5,1419.22
INF955L01HA8,BPMFUSD2,GR,OMF,7.5,1434.7
INF251K01SM6,USD5D,DP,OMF,7.5,1000.79
INF955L01GZ7,BPMFUSD1,DR,OMF,7.5,1007.08
INF204K01UF5,RELLIQCMDP,DP,OMF,7.5,1017.09
INF204K01UE8,RELLIQCPGP,GR,OMF,7.5,3717.94
INF204K01YH3,RELCASDPGP,GR,OMF,7.5,4065.43
INF204K01UD0,RELLIQCWDR,DR,OMF,7.5,1092.73
INF204K01YI1,RELCASDPMD,DP,OMF,7.5,1026.73
INF204K01UC2,RELLIQCDDR,DR,OMF,7.5,1114.15
INF205K010Q5,IMFEBFRGDP,DP,OMF,7.5,19.18
INF205K011Q3,IMFEBFRGGP,GR,OMF,7.5,19.18
INF205K014Q7,IMFEBD1GR,GR,OMF,7.5,21.03
INF192K01AV1,JMFLDPD,DR,OMF,7.5,10.82
INF192K01AY5,JMMMPG,GR,OMF,7.5,34.06
INF192K01FL1,JMMMP5,DR,OMF,7.5,20.97
INF192K01DW3,JMMMP4,GR,OMF,7.5,34.82
INF761K01ED3,AFDG,DP,OMF,7.5,13.28
INF761K01EE1,AFDM,DP,OMF,7.5,11.98
INF761K01DW5,AFRG,DP,OMF,7.5,12.81
INF204KB1ZB0,RMFNLGPGR,GR,OMF,7.5,16.08
INF204KB1YQ1,NLAGG,GR,OMF,7.5,16.39
INF204KB1YT5,NLAMRMF,DP,OMF,7.5,11.73
INF204KB1YR9,NLARRMF,DP,OMF,7.5,16.39
INF204KB1YV1,NLAQRMF,DP,OMF,7.5,11.34
INF769K01ED6,MIRAEHCD1,GR,OMF,7.5,33.25
INF769K01EE4,MIRAEHCD2,DP,OMF,7.5,23.62
INF769K01EA2,HCRGG,GR,OMF,7.5,30.34
INF769K01EB0,HCRDD,DP,OMF,7.5,21.07
INF959L01EE9,PLFMFGP,GR,OMF,7.5,20.3
INF959L01EF6,PLFMFDP,DP,OMF,7.5,20.3
INF959L01DT9,PLFMFGD,GR,OMF,7.5,22.81
INF109KC1GE9,IPRU3131,GR,OMF,7.5,29.85
INF109KC1GH2,IPRU9333,GR,OMF,7.5,31.84
INF109KC1GG4,IPRU3132,DR,OMF,7.5,20.63
INF109KC1GJ8,IPRU9334,DR,OMF,7.5,22.42
INF109KC1FX1,IPRU5005,GR,OMF,7.5,30
INF109KC1FW3,IPRU5004,GR,OMF,7.5,29.99
INF194KA10Q8,IDFC327,GR,OMF,7.5,14.02
INF194KA16R3,IDFCUSTFDG,GR,OMF,7.5,14.16
INF194KA15Q7,IDFC331,DP,OMF,7.5,10.06
INF582M01EG2,UNESFG,GR,OMF,7.5,15.47
INF582M01EC1,UNESFGD,GR,OMF,7.5,15.97
INF174KA1186,KBALAFGR,GR,OMF,7.5,17.96
INF174KA1194,KTKBAFDDP,DP,OMF,7.5,19.23
INF174KA1210,KTKBAFDG,GR,OMF,7.5,19.23
INF174KA1160,KBALAFDP,DP,OMF,7.5,17.96
INF789F1A447,CBFRPGRO,GR,OMF,7.5,14.88
INF789F1A538,CBFDPGRO,GR,OMF,7.5,15.15
INF846K01E90,AXISEHGPG,GR,OMF,7.5,17.62
INF846K01E25,AXISEHDGG,GR,OMF,7.5,19.06
INF846K01E74,AXISEHRDD,DP,OMF,7.5,12.61
INF846K01E33,AXISEHDMD,DP,OMF,7.5,15.35
INF846K01F08,AXISEHDPD,DP,OMF,7.5,12.82
INF846K01F24,AXISEHQDD,DP,OMF,7.5,13.23
INF174V01531,MMCRYRG,GR,OMF,7.5,13.02
INF174V01580,MMCRYDG,GR,OMF,7.5,13.87
INF090I01PD7,FIESFDGR,GR,OMF,7.5,16.18
INF090I01OZ3,FIESFDP,DP,OMF,7.5,12.93
INF090I01PA3,FIESF,GR,OMF,7.5,14.94
INF090I01PJ4,FIESFQDP,DP,OMF,7.5,11.9
INF090I01PF2,FIESFMDP,DP,OMF,7.5,12.73
INF789F1A744,ESFRPGRO,GR,OMF,7.5,16.62
INF789F1A736,ESFRPDPO,DP,OMF,7.5,16.62
INF789F1A835,ESFRPQDP,DP,OMF,7.5,16.62
INF789F1A777,ESFDPGRO,GR,OMF,7.5,17.47
INF277K016K8,TMCAPFC,DR,OMF,7.5,22.46
INF277K010L9,TMCAPFA,DR,OMF,7.5,20.54
INF277K015K0,TMCAPFD,GR,OMF,7.5,22.46
INF277K019K2,TMCAPFB,GR,OMF,7.5,20.54
INF740KA1JY8,DSPCBRDP,DP,OMF,7.5,11.21
INF740KA1JX0,DSPCBRGR,GR,OMF,7.5,14.55
INF740KA1KE8,DSPCBDGR,GR,OMF,7.5,14.76
INF846K01F40,AXISUSDGG,GR,OMF,7.5,14.32
INF846K01F99,AXISUSDMD,DP,OMF,7.5,10.07
INF846K01F73,AXISUSDWD,DP,OMF,7.5,10.05
INF846K01G31,AXISUSDDR,DR,OMF,7.5,10.07
INF846K01G23,AXISUSGPG,GR,OMF,7.5,13.62
INF846K01G72,AXISUSDPD,DP,OMF,7.5,10.06
INF903JA1EZ2,SSFRD,DR,OMF,7.5,20.89
INF903JA1FA2,SSFDG,GR,OMF,7.5,30.19
INF903JA1FC8,SSFDD,DR,OMF,7.5,22.33
INF903JA1EX7,SSFRG,GR,OMF,7.5,28.27
INF680P01075,SMCF103,GR,OMF,7.5,20.27
INF680P01083,SMCF104P,DP,OMF,7.5,20.26
INF680P01109,SMCF103D,GR,OMF,7.5,22.41
INF179KB16R2,HUSTFRMDD,DP,OMF,7.5,10.17
INF179KB14R7,HUSTFRWDD,DP,OMF,7.5,10.06
INF179KB11R3,HUSTFRD,GR,OMF,7.5,13.96
INF179KB12R1,HUSTFRDR,DR,OMF,7.5,10.1
